Time-----Height-----Velocity
21.600	1221.648	-49.892
21.700	1216.658	-50.553
21.800	1211.603	-51.206
21.900	1206.483	-51.850
22.000	1201.298	-52.485
22.100	1196.049	-53.112
22.200	1190.738	-53.730
22.300	1185.365	-54.340
22.400	1179.931	-54.942
22.500	1174.437	-55.535
22.600	1168.883	-56.119
22.700	1163.271	-56.696
22.800	1157.602	-57.263
22.900	1151.875	-57.823
23.000	1146.093	-58.374
23.100	1140.256	-58.917
23.200	1134.364	-59.452
23.300	1128.419	-59.979
23.400	1122.421	-60.497
23.500	1116.371	-61.008
23.600	1110.270	-61.511
23.700	1104.119	-62.005
23.800	1097.919	-62.492
23.900	1091.669	-62.971
24.000	1085.372	-63.443
24.100	1079.028	-63.906
24.200	1072.637	-64.362
24.300	1066.201	-64.811
24.400	1059.720	-65.252
24.500	1053.195	-65.686
24.600	1046.626	-66.112
24.700	1040.015	-66.531
24.800	1033.362	-66.943
24.900	1026.668	-67.348
25.000	1019.933	-67.746
25.100	1013.158	-68.138
25.200	1006.344	-68.522
25.300	999.492	-68.899
25.400	992.602	-69.270
25.500	985.675	-69.634
25.600	978.712	-69.992
25.700	971.713	-70.344
25.800	964.678	-70.689
25.900	957.609	-71.027
26.000	950.507	-71.360
26.100	943.371	-71.686
26.200	936.202	-72.007
26.300	929.001	-72.321
26.400	921.769	-72.630
26.500	914.506	-72.933
26.600	907.213	-73.230
26.700	899.890	-73.522
26.800	892.538	-73.808
26.900	885.157	-74.089
27.000	877.748	-74.365
27.100	870.311	-74.635
27.200	862.848	-74.900
27.300	855.358	-75.160
27.400	847.842	-75.415
27.500	840.300	-75.665
27.600	832.734	-75.910
27.700	825.143	-76.150
27.800	817.528	-76.386
27.900	809.889	-76.617
28.000	802.228	-76.844
28.100	794.543	-77.066
28.200	786.837	-77.283
28.300	779.108	-77.497
28.400	771.359	-77.706
28.500	763.588	-77.911
28.600	755.797	-78.111
28.700	747.986	-78.308
28.800	740.155	-78.501
28.900	732.305	-78.690
29.000	724.436	-78.875
29.100	716.549	-79.056
29.200	708.643	-79.234
29.300	700.720	-79.408
29.400	692.779	-79.579
29.500	684.821	-79.746
29.600	676.846	-79.909
29.700	668.855	-80.070
29.800	660.848	-80.227
29.900	652.826	-80.380
30.000	644.788	-80.531
30.100	636.735	-80.678
30.200	628.667	-80.823
30.300	620.584	-80.964
30.400	612.488	-81.103
30.500	604.378	-81.238
30.600	596.254	-81.371
30.700	588.117	-81.501
30.800	579.967	-81.628
30.900	571.804	-81.753
31.000	563.629	-81.875
31.100	555.441	-81.994
31.200	547.242	-82.111
31.300	539.031	-82.225
31.400	530.808	-82.337
31.500	522.574	-82.447
31.600	514.330	-82.554
31.700	506.074	-82.659
31.800	497.808	-82.762
31.900	489.532	-82.863
32.000	481.246	-82.961
32.100	472.950	-83.058
32.200	464.644	-83.152
32.300	456.329	-83.244
32.400	448.004	-83.335
32.500	439.671	-83.423
32.600	431.328	-83.510
32.700	422.977	-83.594
32.800	414.618	-83.677
32.900	406.250	-83.758
33.000	397.875	-83.837
33.100	389.491	-83.915
33.200	381.099	-83.991
33.300	372.700	-84.065
33.400	364.294	-84.138
33.500	355.880	-84.209
33.600	347.459	-84.279
33.700	339.031	-84.347
33.800	330.596	-84.413
33.900	322.155	-84.478
34.000	313.707	-84.542
34.100	305.253	-84.604
34.200	296.793	-84.665
34.300	288.326	-84.725
34.400	279.854	-84.783
34.500	271.375	-84.841
34.600	262.891	-84.896
34.700	254.402	-84.951
34.800	245.906	-85.004
34.900	237.406	-85.057
35.000	228.900	-85.108
35.100	220.390	-85.158
35.200	211.874	-85.207
35.300	203.353	-85.255
35.400	194.828	-85.301
35.500	186.297	-85.347
35.600	177.763	-85.392
35.700	169.224	-85.436
35.800	160.680	-85.479
35.900	152.132	-85.520
36.000	143.580	-85.561
36.100	135.024	-85.601
36.200	126.464	-85.641
36.300	117.900	-85.679
36.400	109.332	-85.716
36.500	100.760	-85.753
36.600	92.185	-85.789
36.700	83.606	-85.824
36.800	75.024	-85.858
36.900	66.438	-85.892
37.000	57.849	-85.925
37.100	49.256	-85.957
37.200	40.660	-85.988
37.300	32.062	-86.019
37.400	23.460	-86.049
37.500	14.855	-86.078
37.600	6.247	-86.107
37.700	-2.364	-86.135
37.800	-10.977	-86.162
37.900	-19.593	-86.189
38.000	-28.212	-86.215
38.100	-36.834	-86.241
38.200	-45.458	-86.266
38.300	-54.084	-86.290
38.400	-62.713	-86.314
38.500	-71.345	-86.338
38.600	-79.978	-86.361
38.700	-88.614	-86.383
38.800	-97.253	-86.405
38.900	-105.893	-86.426
39.000	-114.536	-86.447
39.100	-123.181	-86.468
39.200	-131.827	-86.488
39.300	-140.476	-86.507
39.400	-149.127	-86.526
39.500	-157.780	-86.545
39.600	-166.434	-86.563
39.700	-175.090	-86.581
39.800	-183.748	-86.599
39.900	-192.408	-86.616
40.000	-201.070	-86.633
